0,92,15,1,0,0110
1,92,144,1,0,0110
2,100,47,1,0,0110
3,108,144,1,0,0110
4,108,207,1,0,0110
5,108,79,1,0,0110
6,92,207,1,0,0110
7,76,175,1,0,0110
8,68,207,1,0,0110
9,84,175,1,0,0110
10,108,47,1,0,0110
11,108,48,1,0,0110
12,84,15,1,0,0110
13,84,112,1,0,0110
14,100,47,1,0,0110
15,100,80,1,0,0110
16,92,207,1,0,0110
17,100,80,1,0,0110
18,100,239,1,0,0110
19,92,48,1,0,0110
20,84,15,1,0,0110
21,76,145,1,0,0110
22,76,143,1,0,0110
23,76,208,1,0,0110
24,84,111,1,0,0110
25,76,48,1,0,0110
26,76,111,1,0,0110
27,76,48,1,0,0110
28,84,239,1,0,0110
29,84,143,1,0,0110
30,92,175,1,0,0110
31,84,175,1,0,0110
32,84,15,1,0,0110
33,92,112,1,0,0110
34,108,47,1,0,0110
35,100,144,1,0,0110
36,76,79,1,0,0110
37,76,80,1,0,0110
38,100,111,1,0,0110
39,100,80,1,0,0110
40,92,79,1,0,0110
41,84,176,1,0,0110
42,84,79,1,0,0110
43,92,48,1,0,0110
44,108,111,1,0,0110
45,108,144,1,0,0110
46,100,207,1,0,0110
47,76,176,1,0,0110
48,60,175,1,0,0110
49,52,176,1,0,0110
50,60,79,1,0,0110
51,76,144,1,0,0110
52,100,143,1,0,0110
53,100,144,1,0,0110
54,116,79,1,0,0110
55,116,16,1,0,0110
56,100,143,1,0,0110
57,100,48,1,0,0110
58,108,239,1,0,0110
59,100,48,1,0,0110
60,100,207,1,0,0110
61,100,176,1,0,0110
62,76,79,1,0,0110
63,76,48,1,0,0110
64,92,16,1,0,0110
65,92,16,1,0,0110
66,76,240,1,0,0110
67,92,239,1,0,0110
68,108,143,1,0,0110
69,108,175,1,0,0110
70,100,207,1,0,0110
71,100,111,1,0,0110
72,100,47,1,0,0110
73,100,48,1,0,0110
74,108,175,1,0,0110
75,108,79,1,0,0110
76,108,175,1,0,0110
77,100,175,1,0,0110
78,92,143,1,0,0110
79,100,48,1,0,0110
80,132,144,1,0,0110
81,124,80,1,0,0110
82,100,47,1,0,0110
83,100,144,1,0,0110
84,100,143,1,0,0110
85,108,208,1,0,0110
86,124,111,1,0,0110
87,108,112,1,0,0110
88,76,143,1,0,0110
89,60,144,1,0,0110
90,76,175,1,0,0110
91,84,176,1,0,0110
92,108,79,1,0,0110
93,116,176,1,0,0110
94,108,111,1,0,0110
95,100,144,1,0,0110
96,108,47,1,0,0110
97,108,240,1,0,0110
98,108,111,1,0,0110
99,92,16,1,0,0110
100,84,48,1,0,0110
101,124,208,1,0,0110
102,116,15,1,0,0110
103,108,112,1,0,0110
104,116,79,1,0,0110
105,116,240,1,0,0110
106,108,47,1,0,0110
107,108,208,1,0,0110
108,108,239,1,0,0110
109,108,207,1,0,0110
110,100,79,1,0,0110
111,108,144,1,0,0110
112,116,47,1,0,0110
113,108,144,1,0,0110
114,108,207,1,0,0110
115,108,239,1,0,0110
116,124,207,1,0,0110
117,116,47,1,0,0110
118,116,80,1,0,0110
119,116,176,1,0,0110
120,108,111,1,0,0110
121,116,144,1,0,0110
122,124,143,1,0,0110
123,116,176,1,0,0110
124,100,79,1,0,0110
125,92,209,1,0,0110
126,100,207,1,0,0110
127,108,208,1,0,0110
128,116,111,1,0,0110
129,124,240,1,0,0110
130,116,111,1,0,0110
131,124,144,1,0,0110
132,132,207,1,0,0110
133,124,176,1,0,0110
134,108,207,1,0,0110
135,124,80,1,0,0110
136,140,111,1,0,0110
137,156,112,1,0,0110
138,164,47,1,0,0110
139,164,112,1,0,0110
140,164,143,1,0,0110
141,164,143,1,0,0110
142,164,175,1,0,0110
143,164,207,1,0,0110
144,164,47,1,0,0110
145,164,16,1,0,0110
146,156,176,1,0,0110
147,156,240,1,0,0110
148,148,143,1,0,0110
149,156,176,1,0,0110
150,164,143,1,0,0110
151,164,208,1,0,0110
152,172,15,1,0,0110
153,172,16,1,0,0110
154,172,176,1,0,0110
155,172,239,1,0,0110
156,180,239,1,0,0110
157,164,143,1,0,0110
158,156,207,1,0,0110
159,164,207,1,0,0110
160,188,239,1,0,0110
161,196,111,1,0,0110
162,204,111,1,0,0110
163,196,112,1,0,0110
164,172,79,1,0,0110
165,172,16,1,0,0110
